date,state,fips,cases,deaths,new_cases,new_deaths,national_avg_new_cases,national_avg_new_deaths
1/21/2020,Washington,53,1,0,1,0,1.0,0.0
1/22/2020,Washington,53,1,0,0,0,0.0,0.0
1/23/2020,Washington,53,1,0,0,0,0.0,0.0
1/24/2020,Illinois,17,1,0,1,0,0.5,0.0
1/24/2020,Washington,53,1,0,0,0,0.5,0.0
1/25/2020,California,6,1,0,1,0,0.3333333333333333,0.0
1/25/2020,Illinois,17,1,0,0,0,0.3333333333333333,0.0
1/25/2020,Washington,53,1,0,0,0,0.3333333333333333,0.0
1/26/2020,Arizona,4,1,0,1,0,0.5,0.0
1/26/2020,California,6,2,0,1,0,0.5,0.0
1/26/2020,Illinois,17,1,0,0,0,0.5,0.0
1/26/2020,Washington,53,1,0,0,0,0.5,0.0
1/27/2020,Arizona,4,1,0,0,0,0.0,0.0
1/27/2020,California,6,2,0,0,0,0.0,0.0
1/27/2020,Illinois,17,1,0,0,0,0.0,0.0
1/27/2020,Washington,53,1,0,0,0,0.0,0.0
1/28/2020,Arizona,4,1,0,0,0,0.0,0.0
1/28/2020,California,6,2,0,0,0,0.0,0.0
1/28/2020,Illinois,17,1,0,0,0,0.0,0.0
1/28/2020,Washington,53,1,0,0,0,0.0,0.0
1/29/2020,Arizona,4,1,0,0,0,0.0,0.0
1/29/2020,California,6,2,0,0,0,0.0,0.0
1/29/2020,Illinois,17,1,0,0,0,0.0,0.0
1/29/2020,Washington,53,1,0,0,0,0.0,0.0
1/30/2020,Arizona,4,1,0,0,0,0.25,0.0
1/30/2020,California,6,2,0,0,0,0.25,0.0
1/30/2020,Illinois,17,2,0,1,0,0.25,0.0
1/30/2020,Washington,53,1,0,0,0,0.25,0.0
1/31/2020,Arizona,4,1,0,0,0,0.25,0.0
1/31/2020,California,6,3,0,1,0,0.25,0.0
1/31/2020,Illinois,17,2,0,0,0,0.25,0.0
1/31/2020,Washington,53,1,0,0,0,0.25,0.0
2/1/2020,Arizona,4,1,0,0,0,0.2,0.0
2/1/2020,California,6,3,0,0,0,0.2,0.0
2/1/2020,Illinois,17,2,0,0,0,0.2,0.0
2/1/2020,Massachusetts,25,1,0,1,0,0.2,0.0
2/1/2020,Washington,53,1,0,0,0,0.2,0.0
2/2/2020,Arizona,4,1,0,0,0,0.6,0.0
2/2/2020,California,6,6,0,3,0,0.6,0.0
2/2/2020,Illinois,17,2,0,0,0,0.6,0.0
2/2/2020,Massachusetts,25,1,0,0,0,0.6,0.0
2/2/2020,Washington,53,1,0,0,0,0.6,0.0
2/3/2020,Arizona,4,1,0,0,0,0.0,0.0
2/3/2020,California,6,6,0,0,0,0.0,0.0
2/3/2020,Illinois,17,2,0,0,0,0.0,0.0
2/3/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/3/2020,Washington,53,1,0,0,0,0.0,0.0
2/4/2020,Arizona,4,1,0,0,0,0.0,0.0
2/4/2020,California,6,6,0,0,0,0.0,0.0
2/4/2020,Illinois,17,2,0,0,0,0.0,0.0
2/4/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/4/2020,Washington,53,1,0,0,0,0.0,0.0
2/5/2020,Arizona,4,1,0,0,0,0.16666666666666666,0.0
2/5/2020,California,6,6,0,0,0,0.16666666666666666,0.0
2/5/2020,Illinois,17,2,0,0,0,0.16666666666666666,0.0
2/5/2020,Massachusetts,25,1,0,0,0,0.16666666666666666,0.0
2/5/2020,Washington,53,1,0,0,0,0.16666666666666666,0.0
2/5/2020,Wisconsin,55,1,0,1,0,0.16666666666666666,0.0
2/6/2020,Arizona,4,1,0,0,0,0.0,0.0
2/6/2020,California,6,6,0,0,0,0.0,0.0
2/6/2020,Illinois,17,2,0,0,0,0.0,0.0
2/6/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/6/2020,Washington,53,1,0,0,0,0.0,0.0
2/6/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/7/2020,Arizona,4,1,0,0,0,0.0,0.0
2/7/2020,California,6,6,0,0,0,0.0,0.0
2/7/2020,Illinois,17,2,0,0,0,0.0,0.0
2/7/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/7/2020,Washington,53,1,0,0,0,0.0,0.0
2/7/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/8/2020,Arizona,4,1,0,0,0,0.0,0.0
2/8/2020,California,6,6,0,0,0,0.0,0.0
2/8/2020,Illinois,17,2,0,0,0,0.0,0.0
2/8/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/8/2020,Washington,53,1,0,0,0,0.0,0.0
2/8/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/9/2020,Arizona,4,1,0,0,0,0.0,0.0
2/9/2020,California,6,6,0,0,0,0.0,0.0
2/9/2020,Illinois,17,2,0,0,0,0.0,0.0
2/9/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/9/2020,Washington,53,1,0,0,0,0.0,0.0
2/9/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/10/2020,Arizona,4,1,0,0,0,0.16666666666666666,0.0
2/10/2020,California,6,7,0,1,0,0.16666666666666666,0.0
2/10/2020,Illinois,17,2,0,0,0,0.16666666666666666,0.0
2/10/2020,Massachusetts,25,1,0,0,0,0.16666666666666666,0.0
2/10/2020,Washington,53,1,0,0,0,0.16666666666666666,0.0
2/10/2020,Wisconsin,55,1,0,0,0,0.16666666666666666,0.0
2/11/2020,Arizona,4,1,0,0,0,0.0,0.0
2/11/2020,California,6,7,0,0,0,0.0,0.0
2/11/2020,Illinois,17,2,0,0,0,0.0,0.0
2/11/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/11/2020,Washington,53,1,0,0,0,0.0,0.0
2/11/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/12/2020,Arizona,4,1,0,0,0,0.14285714285714285,0.0
2/12/2020,California,6,7,0,0,0,0.14285714285714285,0.0
2/12/2020,Illinois,17,2,0,0,0,0.14285714285714285,0.0
2/12/2020,Massachusetts,25,1,0,0,0,0.14285714285714285,0.0
2/12/2020,Texas,48,1,0,1,0,0.14285714285714285,0.0
2/12/2020,Washington,53,1,0,0,0,0.14285714285714285,0.0
2/12/2020,Wisconsin,55,1,0,0,0,0.14285714285714285,0.0
2/13/2020,Arizona,4,1,0,0,0,0.14285714285714285,0.0
2/13/2020,California,6,7,0,0,0,0.14285714285714285,0.0
2/13/2020,Illinois,17,2,0,0,0,0.14285714285714285,0.0
2/13/2020,Massachusetts,25,1,0,0,0,0.14285714285714285,0.0
2/13/2020,Texas,48,2,0,1,0,0.14285714285714285,0.0
2/13/2020,Washington,53,1,0,0,0,0.14285714285714285,0.0
2/13/2020,Wisconsin,55,1,0,0,0,0.14285714285714285,0.0
2/14/2020,Arizona,4,1,0,0,0,0.0,0.0
2/14/2020,California,6,7,0,0,0,0.0,0.0
2/14/2020,Illinois,17,2,0,0,0,0.0,0.0
2/14/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/14/2020,Texas,48,2,0,0,0,0.0,0.0
2/14/2020,Washington,53,1,0,0,0,0.0,0.0
2/14/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/15/2020,Arizona,4,1,0,0,0,0.0,0.0
2/15/2020,California,6,7,0,0,0,0.0,0.0
2/15/2020,Illinois,17,2,0,0,0,0.0,0.0
2/15/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/15/2020,Texas,48,2,0,0,0,0.0,0.0
2/15/2020,Washington,53,1,0,0,0,0.0,0.0
2/15/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/16/2020,Arizona,4,1,0,0,0,0.0,0.0
2/16/2020,California,6,7,0,0,0,0.0,0.0
2/16/2020,Illinois,17,2,0,0,0,0.0,0.0
2/16/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/16/2020,Texas,48,2,0,0,0,0.0,0.0
2/16/2020,Washington,53,1,0,0,0,0.0,0.0
2/16/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/17/2020,Arizona,4,1,0,0,0,1.25,0.0
2/17/2020,California,6,7,0,0,0,1.25,0.0
2/17/2020,Illinois,17,2,0,0,0,1.25,0.0
2/17/2020,Massachusetts,25,1,0,0,0,1.25,0.0
2/17/2020,Nebraska,31,10,0,10,0,1.25,0.0
2/17/2020,Texas,48,2,0,0,0,1.25,0.0
2/17/2020,Washington,53,1,0,0,0,1.25,0.0
2/17/2020,Wisconsin,55,1,0,0,0,1.25,0.0
2/18/2020,Arizona,4,1,0,0,0,0.0,0.0
2/18/2020,California,6,7,0,0,0,0.0,0.0
2/18/2020,Illinois,17,2,0,0,0,0.0,0.0
2/18/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/18/2020,Nebraska,31,10,0,0,0,0.0,0.0
2/18/2020,Texas,48,2,0,0,0,0.0,0.0
2/18/2020,Washington,53,1,0,0,0,0.0,0.0
2/18/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/19/2020,Arizona,4,1,0,0,0,0.0,0.0
2/19/2020,California,6,7,0,0,0,0.0,0.0
2/19/2020,Illinois,17,2,0,0,0,0.0,0.0
2/19/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/19/2020,Nebraska,31,10,0,0,0,0.0,0.0
2/19/2020,Texas,48,2,0,0,0,0.0,0.0
2/19/2020,Washington,53,1,0,0,0,0.0,0.0
2/19/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/20/2020,Arizona,4,1,0,0,0,0.25,0.0
2/20/2020,California,6,8,0,1,0,0.25,0.0
2/20/2020,Illinois,17,2,0,0,0,0.25,0.0
2/20/2020,Massachusetts,25,1,0,0,0,0.25,0.0
2/20/2020,Nebraska,31,11,0,1,0,0.25,0.0
2/20/2020,Texas,48,2,0,0,0,0.25,0.0
2/20/2020,Washington,53,1,0,0,0,0.25,0.0
2/20/2020,Wisconsin,55,1,0,0,0,0.25,0.0
2/21/2020,Arizona,4,1,0,0,0,0.375,0.0
2/21/2020,California,6,9,0,1,0,0.375,0.0
2/21/2020,Illinois,17,2,0,0,0,0.375,0.0
2/21/2020,Massachusetts,25,1,0,0,0,0.375,0.0
2/21/2020,Nebraska,31,11,0,0,0,0.375,0.0
2/21/2020,Texas,48,4,0,2,0,0.375,0.0
2/21/2020,Washington,53,1,0,0,0,0.375,0.0
2/21/2020,Wisconsin,55,1,0,0,0,0.375,0.0
2/22/2020,Arizona,4,1,0,0,0,0.0,0.0
2/22/2020,California,6,9,0,0,0,0.0,0.0
2/22/2020,Illinois,17,2,0,0,0,0.0,0.0
2/22/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/22/2020,Nebraska,31,11,0,0,0,0.0,0.0
2/22/2020,Texas,48,4,0,0,0,0.0,0.0
2/22/2020,Washington,53,1,0,0,0,0.0,0.0
2/22/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/23/2020,Arizona,4,1,0,0,0,0.0,0.0
2/23/2020,California,6,9,0,0,0,0.0,0.0
2/23/2020,Illinois,17,2,0,0,0,0.0,0.0
2/23/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/23/2020,Nebraska,31,11,0,0,0,0.0,0.0
2/23/2020,Texas,48,4,0,0,0,0.0,0.0
2/23/2020,Washington,53,1,0,0,0,0.0,0.0
2/23/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/24/2020,Arizona,4,1,0,0,0,1.625,0.0
2/24/2020,California,6,11,0,2,0,1.625,0.0
2/24/2020,Illinois,17,2,0,0,0,1.625,0.0
2/24/2020,Massachusetts,25,1,0,0,0,1.625,0.0
2/24/2020,Nebraska,31,12,0,1,0,1.625,0.0
2/24/2020,Texas,48,10,0,6,0,1.625,0.0
2/24/2020,Washington,53,5,0,4,0,1.625,0.0
2/24/2020,Wisconsin,55,1,0,0,0,1.625,0.0
2/25/2020,Arizona,4,1,0,0,0,0.2222222222222222,0.0
2/25/2020,California,6,11,0,0,0,0.2222222222222222,0.0
2/25/2020,Illinois,17,2,0,0,0,0.2222222222222222,0.0
2/25/2020,Massachusetts,25,1,0,0,0,0.2222222222222222,0.0
2/25/2020,Nebraska,31,13,0,1,0,0.2222222222222222,0.0
2/25/2020,Texas,48,10,0,0,0,0.2222222222222222,0.0
2/25/2020,Utah,49,1,0,1,0,0.2222222222222222,0.0
2/25/2020,Washington,53,5,0,0,0,0.2222222222222222,0.0
2/25/2020,Wisconsin,55,1,0,0,0,0.2222222222222222,0.0
2/26/2020,Arizona,4,1,0,0,0,1.6666666666666667,0.0
2/26/2020,California,6,26,0,15,0,1.6666666666666667,0.0
2/26/2020,Illinois,17,2,0,0,0,1.6666666666666667,0.0
2/26/2020,Massachusetts,25,1,0,0,0,1.6666666666666667,0.0
2/26/2020,Nebraska,31,13,0,0,0,1.6666666666666667,0.0
2/26/2020,Texas,48,10,0,0,0,1.6666666666666667,0.0
2/26/2020,Utah,49,1,0,0,0,1.6666666666666667,0.0
2/26/2020,Washington,53,5,0,0,0,1.6666666666666667,0.0
2/26/2020,Wisconsin,55,1,0,0,0,1.6666666666666667,0.0
2/27/2020,Arizona,4,1,0,0,0,0.0,0.0
2/27/2020,California,6,26,0,0,0,0.0,0.0
2/27/2020,Illinois,17,2,0,0,0,0.0,0.0
2/27/2020,Massachusetts,25,1,0,0,0,0.0,0.0
2/27/2020,Nebraska,31,13,0,0,0,0.0,0.0
2/27/2020,Texas,48,10,0,0,0,0.0,0.0
2/27/2020,Utah,49,1,0,0,0,0.0,0.0
2/27/2020,Washington,53,5,0,0,0,0.0,0.0
2/27/2020,Wisconsin,55,1,0,0,0,0.0,0.0
2/28/2020,Arizona,4,1,0,0,0,0.5,0.0
2/28/2020,California,6,27,0,1,0,0.5,0.0
2/28/2020,Illinois,17,2,0,0,0,0.5,0.0
2/28/2020,Massachusetts,25,1,0,0,0,0.5,0.0
2/28/2020,Nebraska,31,13,0,0,0,0.5,0.0
2/28/2020,Oregon,41,1,0,1,0,0.5,0.0
2/28/2020,Texas,48,11,0,1,0,0.5,0.0
2/28/2020,Utah,49,1,0,0,0,0.5,0.0
2/28/2020,Washington,53,7,0,2,0,0.5,0.0
2/28/2020,Wisconsin,55,1,0,0,0,0.5,0.0
2/29/2020,Arizona,4,1,0,0,0,0.5,0.1
2/29/2020,California,6,28,0,1,0,0.5,0.1
2/29/2020,Illinois,17,3,0,1,0,0.5,0.1
2/29/2020,Massachusetts,25,1,0,0,0,0.5,0.1
2/29/2020,Nebraska,31,13,0,0,0,0.5,0.1
2/29/2020,Oregon,41,1,0,0,0,0.5,0.1
2/29/2020,Texas,48,11,0,0,0,0.5,0.1
2/29/2020,Utah,49,1,0,0,0,0.5,0.1
2/29/2020,Washington,53,10,1,3,1,0.5,0.1
2/29/2020,Wisconsin,55,1,0,0,0,0.5,0.1
3/1/2020,Arizona,4,1,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,California,6,33,0,5,0,1.3846153846153846,0.15384615384615385
3/1/2020,Florida,12,2,0,2,0,1.3846153846153846,0.15384615384615385
3/1/2020,Illinois,17,3,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,Massachusetts,25,1,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,Nebraska,31,13,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,New York,36,1,0,1,0,1.3846153846153846,0.15384615384615385
3/1/2020,Oregon,41,2,0,1,0,1.3846153846153846,0.15384615384615385
3/1/2020,Rhode Island,44,2,0,2,0,1.3846153846153846,0.15384615384615385
3/1/2020,Texas,48,11,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,Utah,49,1,0,0,0,1.3846153846153846,0.15384615384615385
3/1/2020,Washington,53,17,3,7,2,1.3846153846153846,0.15384615384615385
3/1/2020,Wisconsin,55,1,0,0,0,1.3846153846153846,0.15384615384615385
3/2/2020,Arizona,4,1,0,0,0,1.0666666666666667,0.2
3/2/2020,California,6,38,0,5,0,1.0666666666666667,0.2
3/2/2020,Florida,12,2,0,0,0,1.0666666666666667,0.2
3/2/2020,Georgia,13,2,0,2,0,1.0666666666666667,0.2
3/2/2020,Illinois,17,4,0,1,0,1.0666666666666667,0.2
3/2/2020,Massachusetts,25,2,0,1,0,1.0666666666666667,0.2
3/2/2020,Nebraska,31,13,0,0,0,1.0666666666666667,0.2
3/2/2020,New Hampshire,33,1,0,1,0,1.0666666666666667,0.2
3/2/2020,New York,36,1,0,0,0,1.0666666666666667,0.2
3/2/2020,Oregon,41,2,0,0,0,1.0666666666666667,0.2
3/2/2020,Rhode Island,44,2,0,0,0,1.0666666666666667,0.2
3/2/2020,Texas,48,11,0,0,0,1.0666666666666667,0.2
3/2/2020,Utah,49,1,0,0,0,1.0666666666666667,0.2
3/2/2020,Washington,53,23,6,6,3,1.0666666666666667,0.2
3/2/2020,Wisconsin,55,1,0,0,0,1.0666666666666667,0.2
3/3/2020,Arizona,4,2,0,1,0,1.3125,0.25
3/3/2020,California,6,45,0,7,0,1.3125,0.25
3/3/2020,Florida,12,3,0,1,0,1.3125,0.25
3/3/2020,Georgia,13,2,0,0,0,1.3125,0.25
3/3/2020,Illinois,17,4,0,0,0,1.3125,0.25
3/3/2020,Massachusetts,25,2,0,0,0,1.3125,0.25
3/3/2020,Nebraska,31,13,0,0,0,1.3125,0.25
3/3/2020,New Hampshire,33,2,0,1,0,1.3125,0.25
3/3/2020,New York,36,2,0,1,0,1.3125,0.25
3/3/2020,North Carolina,37,1,0,1,0,1.3125,0.25
3/3/2020,Oregon,41,2,0,0,0,1.3125,0.25
3/3/2020,Rhode Island,44,2,0,0,0,1.3125,0.25
3/3/2020,Texas,48,11,0,0,0,1.3125,0.25
3/3/2020,Utah,49,1,0,0,0,1.3125,0.25
3/3/2020,Washington,53,32,10,9,4,1.3125,0.25
3/3/2020,Wisconsin,55,1,0,0,0,1.3125,0.25
3/4/2020,Arizona,4,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,California,6,55,1,10,1,2.1176470588235294,0.11764705882352941
3/4/2020,Florida,12,3,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Georgia,13,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Illinois,17,4,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Massachusetts,25,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Nebraska,31,13,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,New Hampshire,33,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,New Jersey,34,1,0,1,0,2.1176470588235294,0.11764705882352941
3/4/2020,New York,36,11,0,9,0,2.1176470588235294,0.11764705882352941
3/4/2020,North Carolina,37,1,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Oregon,41,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Rhode Island,44,2,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Texas,48,12,0,1,0,2.1176470588235294,0.11764705882352941
3/4/2020,Utah,49,1,0,0,0,2.1176470588235294,0.11764705882352941
3/4/2020,Washington,53,47,11,15,1,2.1176470588235294,0.11764705882352941
3/4/2020,Wisconsin,55,1,0,0,0,2.1176470588235294,0.11764705882352941
3/5/2020,Arizona,4,2,0,0,0,3.1904761904761907,0.0
3/5/2020,California,6,67,1,12,0,3.1904761904761907,0.0
3/5/2020,Colorado,8,2,0,2,0,3.1904761904761907,0.0
3/5/2020,Florida,12,4,0,1,0,3.1904761904761907,0.0
3/5/2020,Georgia,13,2,0,0,0,3.1904761904761907,0.0
3/5/2020,Illinois,17,5,0,1,0,3.1904761904761907,0.0
3/5/2020,Maryland,24,3,0,3,0,3.1904761904761907,0.0
3/5/2020,Massachusetts,25,3,0,1,0,3.1904761904761907,0.0
3/5/2020,Nebraska,31,13,0,0,0,3.1904761904761907,0.0
3/5/2020,Nevada,32,2,0,2,0,3.1904761904761907,0.0
3/5/2020,New Hampshire,33,2,0,0,0,3.1904761904761907,0.0
3/5/2020,New Jersey,34,2,0,1,0,3.1904761904761907,0.0
3/5/2020,New York,36,22,0,11,0,3.1904761904761907,0.0
3/5/2020,North Carolina,37,1,0,0,0,3.1904761904761907,0.0
3/5/2020,Oregon,41,2,0,0,0,3.1904761904761907,0.0
3/5/2020,Rhode Island,44,2,0,0,0,3.1904761904761907,0.0
3/5/2020,Tennessee,47,1,0,1,0,3.1904761904761907,0.0
3/5/2020,Texas,48,16,0,4,0,3.1904761904761907,0.0
3/5/2020,Utah,49,1,0,0,0,3.1904761904761907,0.0
3/5/2020,Washington,53,75,11,28,0,3.1904761904761907,0.0
3/5/2020,Wisconsin,55,1,0,0,0,3.1904761904761907,0.0
3/6/2020,Arizona,4,3,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,California,6,81,1,14,0,2.9642857142857144,0.10714285714285714
3/6/2020,Colorado,8,8,0,6,0,2.9642857142857144,0.10714285714285714
3/6/2020,Florida,12,7,2,3,2,2.9642857142857144,0.10714285714285714
3/6/2020,Georgia,13,3,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Hawaii,15,1,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Illinois,17,6,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Indiana,18,1,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Kentucky,21,1,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Maryland,24,3,0,0,0,2.9642857142857144,0.10714285714285714
3/6/2020,Massachusetts,25,8,0,5,0,2.9642857142857144,0.10714285714285714
3/6/2020,Minnesota,27,1,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Nebraska,31,14,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Nevada,32,2,0,0,0,2.9642857142857144,0.10714285714285714
3/6/2020,New Hampshire,33,2,0,0,0,2.9642857142857144,0.10714285714285714
3/6/2020,New Jersey,34,4,0,2,0,2.9642857142857144,0.10714285714285714
3/6/2020,New York,36,44,0,22,0,2.9642857142857144,0.10714285714285714
3/6/2020,North Carolina,37,2,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Oklahoma,40,1,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,Oregon,41,2,0,0,0,2.9642857142857144,0.10714285714285714
3/6/2020,Pennsylvania,42,2,0,2,0,2.9642857142857144,0.10714285714285714
3/6/2020,Rhode Island,44,3,0,1,0,2.9642857142857144,0.10714285714285714
3/6/2020,South Carolina,45,2,0,2,0,2.9642857142857144,0.10714285714285714
3/6/2020,Tennessee,47,1,0,0,0,2.9642857142857144,0.10714285714285714
3/6/2020,Texas,48,19,0,3,0,2.9642857142857144,0.10714285714285714
3/6/2020,Utah,49,3,0,2,0,2.9642857142857144,0.10714285714285714
3/6/2020,Washington,53,86,12,11,1,2.9642857142857144,0.10714285714285714
3/6/2020,Wisconsin,55,1,0,0,0,2.9642857142857144,0.10714285714285714
3/7/2020,Arizona,4,5,0,2,0,3.625,0.125
3/7/2020,California,6,100,1,19,0,3.625,0.125
3/7/2020,Colorado,8,8,0,0,0,3.625,0.125
3/7/2020,Florida,12,12,2,5,0,3.625,0.125
3/7/2020,Georgia,13,7,0,4,0,3.625,0.125
3/7/2020,Hawaii,15,1,0,0,0,3.625,0.125
3/7/2020,Illinois,17,6,0,0,0,3.625,0.125
3/7/2020,Indiana,18,1,0,0,0,3.625,0.125
3/7/2020,Kansas,20,1,0,1,0,3.625,0.125
3/7/2020,Kentucky,21,1,0,0,0,3.625,0.125
3/7/2020,Maryland,24,3,0,0,0,3.625,0.125
3/7/2020,Massachusetts,25,13,0,5,0,3.625,0.125
3/7/2020,Minnesota,27,1,0,0,0,3.625,0.125
3/7/2020,Missouri,29,1,0,1,0,3.625,0.125
3/7/2020,Nebraska,31,14,0,0,0,3.625,0.125
3/7/2020,Nevada,32,2,0,0,0,3.625,0.125
3/7/2020,New Hampshire,33,4,0,2,0,3.625,0.125
3/7/2020,New Jersey,34,4,0,0,0,3.625,0.125
3/7/2020,New York,36,89,0,45,0,3.625,0.125
3/7/2020,North Carolina,37,2,0,0,0,3.625,0.125
3/7/2020,Oklahoma,40,1,0,0,0,3.625,0.125
3/7/2020,Oregon,41,6,0,4,0,3.625,0.125
3/7/2020,Pennsylvania,42,4,0,2,0,3.625,0.125
3/7/2020,Rhode Island,44,3,0,0,0,3.625,0.125
3/7/2020,South Carolina,45,2,0,0,0,3.625,0.125
3/7/2020,Tennessee,47,1,0,0,0,3.625,0.125
3/7/2020,Texas,48,19,0,0,0,3.625,0.125
3/7/2020,Utah,49,3,0,0,0,3.625,0.125
3/7/2020,Vermont,50,1,0,1,0,3.625,0.125
3/7/2020,Virginia,51,1,0,1,0,3.625,0.125
3/7/2020,Washington,53,110,16,24,4,3.625,0.125
3/7/2020,Wisconsin,55,1,0,0,0,3.625,0.125
3/8/2020,Arizona,4,5,0,0,0,3.5,0.08823529411764706
3/8/2020,California,6,112,1,12,0,3.5,0.08823529411764706
3/8/2020,Colorado,8,8,0,0,0,3.5,0.08823529411764706
3/8/2020,Connecticut,9,1,0,1,0,3.5,0.08823529411764706
3/8/2020,Florida,12,13,2,1,0,3.5,0.08823529411764706
3/8/2020,Georgia,13,11,0,4,0,3.5,0.08823529411764706
3/8/2020,Hawaii,15,2,0,1,0,3.5,0.08823529411764706
3/8/2020,Illinois,17,7,0,1,0,3.5,0.08823529411764706
3/8/2020,Indiana,18,2,0,1,0,3.5,0.08823529411764706
3/8/2020,Iowa,19,3,0,3,0,3.5,0.08823529411764706
3/8/2020,Kansas,20,1,0,0,0,3.5,0.08823529411764706
3/8/2020,Kentucky,21,4,0,3,0,3.5,0.08823529411764706
3/8/2020,Maryland,24,5,0,2,0,3.5,0.08823529411764706
3/8/2020,Massachusetts,25,28,0,15,0,3.5,0.08823529411764706
3/8/2020,Minnesota,27,2,0,1,0,3.5,0.08823529411764706
3/8/2020,Missouri,29,1,0,0,0,3.5,0.08823529411764706
3/8/2020,Nebraska,31,16,0,2,0,3.5,0.08823529411764706
3/8/2020,Nevada,32,4,0,2,0,3.5,0.08823529411764706
3/8/2020,New Hampshire,33,4,0,0,0,3.5,0.08823529411764706
3/8/2020,New Jersey,34,6,0,2,0,3.5,0.08823529411764706
3/8/2020,New York,36,106,0,17,0,3.5,0.08823529411764706
3/8/2020,North Carolina,37,2,0,0,0,3.5,0.08823529411764706
3/8/2020,Oklahoma,40,1,0,0,0,3.5,0.08823529411764706
3/8/2020,Oregon,41,13,0,7,0,3.5,0.08823529411764706
3/8/2020,Pennsylvania,42,6,0,2,0,3.5,0.08823529411764706
3/8/2020,Rhode Island,44,3,0,0,0,3.5,0.08823529411764706
3/8/2020,South Carolina,45,6,0,4,0,3.5,0.08823529411764706
3/8/2020,Tennessee,47,3,0,2,0,3.5,0.08823529411764706
3/8/2020,Texas,48,23,0,4,0,3.5,0.08823529411764706
3/8/2020,Utah,49,3,0,0,0,3.5,0.08823529411764706
3/8/2020,Vermont,50,1,0,0,0,3.5,0.08823529411764706
3/8/2020,Virginia,51,2,0,1,0,3.5,0.08823529411764706
3/8/2020,Washington,53,141,19,31,3,3.5,0.08823529411764706
3/8/2020,Wisconsin,55,1,0,0,0,3.5,0.08823529411764706
3/9/2020,Arizona,4,6,0,1,0,5.5,0.1111111111111111
3/9/2020,California,6,172,2,60,1,5.5,0.1111111111111111
3/9/2020,Colorado,8,12,0,4,0,5.5,0.1111111111111111
3/9/2020,Connecticut,9,2,0,1,0,5.5,0.1111111111111111
3/9/2020,Florida,12,14,2,1,0,5.5,0.1111111111111111
3/9/2020,Georgia,13,17,0,6,0,5.5,0.1111111111111111
3/9/2020,Hawaii,15,2,0,0,0,5.5,0.1111111111111111
3/9/2020,Illinois,17,11,0,4,0,5.5,0.1111111111111111
